applicant_id,age_years,income_type,annual_income,employment_years,education,family_status,housing_type,occupation_type,num_children,family_size,owns_car,owns_realty,credit_history_months,existing_loan_balance,num_credit_lines,payment_status
3701,69,State servant,57797.23,1.3,Incomplete higher,Separated,House / apartment,Sales staff,0,2,1,1,6,10776.22,2,3
3702,39,Working,45086.47,9.1,Secondary / secondary special,Married,Rented apartment,Accountants,0,2,1,1,160,44031.93,1,3
3703,56,Commercial associate,33650.3,13.0,Incomplete higher,Single / not married,House / apartment,Core staff,0,2,0,0,239,0.0,2,1
3704,32,Pensioner,25470.63,0.0,Secondary / secondary special,Civil marriage,Municipal apartment,Drivers,0,2,1,1,144,4591.58,6,2
3705,50,Working,12065.45,5.4,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,0,1,193,4529.36,0,2
3706,34,Working,25928.04,4.7,Higher education,Separated,With parents,Medicine staff,0,1,1,1,49,12752.34,4,3
3707,59,Working,55009.22,4.1,Secondary / secondary special,Separated,House / apartment,Core staff,0,1,0,1,222,32044.73,4,3
3708,43,Pensioner,25576.06,0.0,Secondary / secondary special,Widow,House / apartment,IT staff,0,2,1,1,132,1597.98,6,3
3709,23,Working,59529.5,11.4,Higher education,Married,House / apartment,Accountants,2,4,1,0,182,4157.79,1,1
3710,33,Pensioner,8724.46,0.0,Lower secondary,Married,House / apartment,Core staff,1,3,0,1,4,7383.57,2,3
3711,38,State servant,36605.54,3.1,Higher education,Civil marriage,Rented apartment,Laborers,0,1,0,0,84,13922.62,0,3
3712,43,Pensioner,23339.98,0.0,Higher education,Civil marriage,House / apartment,Accountants,0,1,1,1,39,16939.19,1,3
3713,34,Student,20018.21,2.0,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,2,0,1,221,10317.46,5,3
3714,49,Pensioner,34593.08,0.0,Secondary / secondary special,Separated,Rented apartment,Drivers,0,1,0,1,67,0.0,3,2
3715,68,State servant,48991.53,7.9,Higher education,Married,With parents,Accountants,0,1,1,1,132,13832.84,5,2
3716,55,Pensioner,43105.82,0.0,Lower secondary,Married,Rented apartment,Accountants,0,1,1,1,175,32202.52,3,3
3717,36,Pensioner,24392.75,0.0,Higher education,Widow,House / apartment,Medicine staff,1,3,1,0,62,25985.43,5,4
3718,54,Pensioner,41083.79,0.0,Secondary / secondary special,Married,House / apartment,Sales staff,0,2,1,1,180,9517.04,2,3
3719,68,State servant,25381.11,11.3,Higher education,Civil marriage,House / apartment,Drivers,0,2,1,1,157,15857.46,4,2
3720,32,Commercial associate,37301.57,8.6,Higher education,Widow,Rented apartment,Medicine staff,0,1,0,1,29,20991.64,4,4
3721,32,Commercial associate,75807.68,6.0,Secondary / secondary special,Separated,Rented apartment,IT staff,0,2,0,0,60,25619.73,5,3
3722,22,Commercial associate,28400.44,5.5,Incomplete higher,Civil marriage,Rented apartment,Sales staff,0,1,1,1,40,33414.44,2,4
3723,62,State servant,48018.72,7.4,Secondary / secondary special,Single / not married,With parents,Sales staff,0,2,1,1,50,18223.22,2,2
3724,61,Working,46595.68,6.9,Higher education,Married,House / apartment,IT staff,0,2,1,0,47,929.24,4,3
3725,41,Pensioner,38504.16,0.0,Higher education,Married,House / apartment,Drivers,0,2,1,0,145,0.0,7,3
3726,63,Pensioner,27417.45,0.0,Incomplete higher,Civil marriage,With parents,Sales staff,0,1,0,0,136,22234.36,4,4
3727,52,Student,15294.26,4.4,Higher education,Civil marriage,House / apartment,IT staff,2,3,1,1,117,0.0,3,3
3728,68,Working,53020.92,16.0,Secondary / secondary special,Single / not married,With parents,IT staff,2,4,0,1,20,24788.91,0,3
3729,66,Pensioner,21506.03,0.0,Higher education,Single / not married,Rented apartment,Sales staff,2,4,1,1,174,7844.1,0,3
3730,68,Pensioner,21079.18,0.0,Higher education,Married,House / apartment,Sales staff,0,2,1,1,189,417.54,5,3
3731,40,State servant,46642.01,13.9,Higher education,Married,With parents,Accountants,1,2,1,0,184,21159.1,1,2
3732,52,State servant,39589.97,9.9,Higher education,Single / not married,House / apartment,Laborers,0,1,1,1,162,2724.36,3,1
3733,29,Commercial associate,51446.41,10.8,Secondary / secondary special,Widow,House / apartment,IT staff,0,2,1,0,141,20665.42,0,2
3734,64,Commercial associate,58261.53,10.1,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0,2,1,1,170,17191.59,6,1
3735,36,Working,70114.31,2.1,Incomplete higher,Married,House / apartment,IT staff,0,1,0,0,90,0.0,1,2
3736,42,Student,12674.15,12.5,Higher education,Civil marriage,Rented apartment,Drivers,0,2,1,1,70,31993.63,5,4
3737,50,Working,37565.69,13.5,Secondary / secondary special,Married,House / apartment,Sales staff,1,3,0,1,137,30524.19,3,2
3738,59,Pensioner,11267.05,0.0,Secondary / secondary special,Civil marriage,House / apartment,Laborers,2,4,1,1,132,26418.87,6,5
3739,56,Pensioner,27584.94,0.0,Higher education,Separated,House / apartment,Laborers,1,3,0,1,36,26674.53,3,3
3740,67,Working,55345.92,6.4,Higher education,Married,Rented apartment,Accountants,0,2,0,1,73,6255.56,2,3
3741,55,Working,58170.12,4.7,Higher education,Widow,House / apartment,Core staff,0,2,1,0,39,28909.86,7,4
3742,60,Working,46704.43,3.8,Higher education,Separated,With parents,IT staff,0,2,0,0,103,24095.92,5,3
3743,49,State servant,53381.67,3.8,Secondary / secondary special,Widow,House / apartment,Sales staff,1,3,1,1,186,0.0,5,2
3744,41,Commercial associate,75355.84,9.1,Higher education,Separated,Rented apartment,IT staff,0,2,0,0,21,3414.71,5,4
3745,65,Working,62528.97,10.6,Secondary / secondary special,Widow,House / apartment,Sales staff,3,4,0,1,147,5904.23,6,3
3746,39,Pensioner,37646.17,0.0,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,2,1,0,47,32733.41,7,4
3747,51,Working,69727.16,10.5,Secondary / secondary special,Married,House / apartment,Core staff,0,2,1,1,136,3410.23,1,1
3748,35,State servant,37624.3,4.7,Higher education,Married,Rented apartment,Sales staff,0,2,1,0,19,7960.45,5,3
3749,44,Working,24098.84,2.7,Secondary / secondary special,Married,Municipal apartment,IT staff,1,2,0,0,45,0.0,7,4
3750,38,Working,55453.57,7.3,Secondary / secondary special,Married,Municipal apartment,IT staff,1,3,0,0,148,9269.76,0,3
3751,33,Working,57293.71,6.2,Lower secondary,Widow,House / apartment,Sales staff,0,1,1,0,229,27412.73,6,2
3752,61,Commercial associate,92969.9,7.5,Higher education,Widow,With parents,Medicine staff,0,2,0,1,192,0.0,4,2
3753,58,Commercial associate,86907.1,7.4,Higher education,Separated,With parents,Laborers,0,1,0,0,238,20662.14,0,2
3754,55,Pensioner,47065.63,0.0,Incomplete higher,Married,House / apartment,Laborers,1,2,1,1,235,4476.62,5,3
3755,25,Commercial associate,73016.93,5.8,Higher education,Widow,House / apartment,Laborers,2,4,0,1,134,37602.7,2,2
3756,33,Working,48603.77,10.4,Higher education,Single / not married,With parents,Laborers,0,1,1,0,164,16378.88,7,2
3757,31,Working,23186.52,8.7,Incomplete higher,Widow,Municipal apartment,Laborers,1,3,1,1,103,13991.19,7,3
3758,55,Working,49852.52,4.8,Secondary / secondary special,Separated,House / apartment,Laborers,0,1,0,0,206,8029.1,2,2
3759,64,State servant,32264.95,4.7,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,2,1,0,45,17579.41,6,4
3760,39,Working,48331.28,1.9,Higher education,Separated,House / apartment,Sales staff,2,3,1,1,82,0.0,2,2
3761,37,Student,15286.19,2.1,Higher education,Separated,House / apartment,IT staff,1,2,0,1,225,16168.43,1,3
3762,48,Working,52429.8,5.5,Higher education,Widow,House / apartment,IT staff,0,2,1,1,192,7958.61,6,1
3763,69,Working,43467.04,9.7,Secondary / secondary special,Separated,House / apartment,Accountants,0,2,1,1,19,7438.65,3,2
3764,39,Working,59726.57,3.4,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,0,0,54,39716.77,4,3
3765,34,Working,8000.0,8.9,Secondary / secondary special,Married,Rented apartment,Laborers,1,2,1,1,194,31847.17,2,3
3766,46,Pensioner,29861.94,0.0,Incomplete higher,Widow,House / apartment,Accountants,0,1,1,0,133,32523.02,3,3
3767,65,Commercial associate,85252.29,3.6,Lower secondary,Separated,Rented apartment,Medicine staff,1,3,0,1,187,25203.16,6,1
3768,56,Working,74453.26,6.3,Higher education,Married,Rented apartment,Core staff,0,2,1,1,90,19896.32,5,3
3769,46,Pensioner,35173.22,0.0,Secondary / secondary special,Separated,With parents,Accountants,0,1,0,1,189,32613.11,7,3
3770,56,Commercial associate,95382.54,3.7,Secondary / secondary special,Widow,House / apartment,Laborers,0,2,0,1,165,18937.34,0,2
3771,21,State servant,42365.1,8.6,Secondary / secondary special,Separated,Municipal apartment,Core staff,0,1,1,1,133,22419.47,6,3
3772,57,Student,15015.03,10.2,Incomplete higher,Single / not married,House / apartment,Drivers,1,2,0,1,140,31641.96,3,3
3773,25,Pensioner,33188.27,0.0,Secondary / secondary special,Married,House / apartment,Accountants,0,2,0,1,11,24793.52,5,5
3774,40,Pensioner,27968.7,0.0,Secondary / secondary special,Widow,House / apartment,Drivers,0,2,0,1,186,20321.03,3,3
3775,38,Pensioner,20332.9,0.0,Higher education,Single / not married,Rented apartment,Sales staff,1,3,1,1,146,24547.69,1,4
3776,54,Commercial associate,49179.95,2.0,Secondary / secondary special,Widow,House / apartment,Managers,2,3,0,1,55,16332.03,0,3
3777,32,Pensioner,17100.9,0.0,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,2,1,1,24,21094.48,7,4
3778,32,Working,53321.94,3.4,Secondary / secondary special,Separated,With parents,Managers,0,1,1,1,214,22249.14,7,1
3779,64,Pensioner,28111.64,0.0,Secondary / secondary special,Single / not married,With parents,Accountants,0,1,1,0,106,186.36,2,3
3780,44,Student,13108.5,4.3,Secondary / secondary special,Separated,With parents,Managers,0,1,1,0,75,6163.99,7,3
3781,57,Working,36074.73,6.2,Secondary / secondary special,Civil marriage,House / apartment,Drivers,1,2,1,1,209,23734.96,6,3
3782,49,Pensioner,32949.55,0.0,Lower secondary,Single / not married,With parents,Medicine staff,1,3,0,1,16,16581.81,4,4
3783,51,State servant,50926.27,2.4,Higher education,Separated,House / apartment,Sales staff,1,3,1,0,210,14787.9,4,3
3784,54,Working,27194.4,1.6,Secondary / secondary special,Civil marriage,House / apartment,IT staff,2,3,0,0,94,18522.43,2,3
3785,53,Commercial associate,32958.62,13.9,Secondary / secondary special,Separated,House / apartment,Laborers,0,1,1,1,189,0.0,6,2
3786,65,State servant,53363.14,7.5,Secondary / secondary special,Married,House / apartment,Drivers,1,2,1,0,7,12966.92,5,3
3787,59,Student,8000.0,3.6,Secondary / secondary special,Married,House / apartment,Drivers,1,3,0,1,181,13070.05,7,3
3788,35,Working,53622.92,7.7,Secondary / secondary special,Separated,House / apartment,Medicine staff,1,2,1,1,157,17160.05,7,2
3789,29,Working,70466.32,6.1,Secondary / secondary special,Widow,House / apartment,Managers,0,2,1,1,212,25259.39,7,3
3790,62,Pensioner,43868.5,0.0,Higher education,Married,House / apartment,Drivers,1,3,1,1,45,10617.35,6,3
3791,39,Working,56621.49,5.3,Incomplete higher,Married,House / apartment,Drivers,0,1,1,1,25,31131.65,5,4
3792,36,Working,56163.75,10.0,Secondary / secondary special,Single / not married,House / apartment,Laborers,0,1,1,1,177,3318.59,2,2
3793,26,Working,80467.54,3.9,Higher education,Married,Rented apartment,Medicine staff,1,2,1,1,160,23325.14,3,3
3794,48,Working,8233.27,6.8,Higher education,Single / not married,House / apartment,Sales staff,0,1,1,1,218,8771.3,5,2
3795,46,Commercial associate,50248.95,9.6,Higher education,Separated,Rented apartment,Sales staff,1,3,0,1,187,29013.84,4,3
3796,61,Pensioner,36315.22,0.0,Higher education,Separated,House / apartment,Medicine staff,0,1,0,1,141,17650.34,1,4
3797,57,Commercial associate,52916.97,16.3,Higher education,Separated,House / apartment,Laborers,1,2,1,1,197,526.83,5,2
3798,56,Pensioner,40149.83,0.0,Higher education,Civil marriage,House / apartment,Accountants,0,2,1,1,159,16239.08,5,4
3799,47,Working,44380.17,7.7,Lower secondary,Married,House / apartment,Laborers,0,2,1,1,36,19806.96,2,3
3800,63,Working,47074.97,4.8,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,0,1,1,0,102,17705.18,1,3
3801,69,Working,40673.87,6.9,Incomplete higher,Widow,House / apartment,IT staff,1,3,1,1,53,18946.4,5,3
3802,60,Working,36770.45,11.6,Secondary / secondary special,Single / not married,Municipal apartment,Drivers,0,2,1,1,21,12301.22,6,3
3803,38,Working,36383.02,4.4,Secondary / secondary special,Civil marriage,With parents,Sales staff,2,3,1,0,38,8290.44,7,4
3804,34,Working,49270.87,3.4,Incomplete higher,Single / not married,House / apartment,Medicine staff,1,3,1,1,103,0.0,5,3
3805,21,Working,32800.6,4.5,Higher education,Single / not married,Municipal apartment,Core staff,0,1,1,1,136,21995.81,5,3
3806,69,Working,60012.98,4.3,Secondary / secondary special,Civil marriage,House / apartment,IT staff,0,2,1,1,98,21092.23,0,2
3807,56,Pensioner,34401.61,0.0,Incomplete higher,Married,Rented apartment,Sales staff,0,2,1,0,234,37920.57,3,4
3808,66,Commercial associate,83087.75,15.2,Incomplete higher,Married,House / apartment,IT staff,0,2,0,0,92,14502.66,4,2
3809,59,State servant,24195.06,2.1,Secondary / secondary special,Married,House / apartment,Accountants,1,3,0,1,116,18330.21,0,3
3810,42,Pensioner,11345.13,0.0,Incomplete higher,Separated,House / apartment,Medicine staff,0,1,0,0,149,16811.76,3,3
3811,28,Commercial associate,59912.1,6.2,Secondary / secondary special,Widow,Rented apartment,Drivers,0,2,1,0,54,25396.63,0,4
3812,23,Working,90656.11,3.1,Higher education,Civil marriage,House / apartment,Managers,1,3,1,1,122,8827.5,7,2
3813,59,Commercial associate,86590.38,7.4,Higher education,Separated,With parents,Medicine staff,2,4,1,1,54,16807.41,1,3
3814,35,Working,36267.47,7.9,Secondary / secondary special,Widow,Municipal apartment,Accountants,0,1,1,1,218,15326.72,4,3
3815,39,Working,51686.07,4.3,Higher education,Separated,House / apartment,Accountants,1,3,1,1,109,23922.72,5,3
3816,61,Working,56459.49,8.4,Higher education,Single / not married,Municipal apartment,Managers,1,2,1,1,181,41661.08,0,2
3817,44,Working,23447.89,3.9,Higher education,Separated,House / apartment,Drivers,1,3,0,1,107,18971.69,2,3
3818,67,Working,66571.61,3.9,Incomplete higher,Single / not married,Rented apartment,IT staff,0,1,1,1,171,0.0,6,3
3819,47,Pensioner,26359.24,0.0,Incomplete higher,Widow,House / apartment,Managers,0,2,1,1,30,934.54,4,3
3820,61,Pensioner,27111.33,0.0,Incomplete higher,Widow,Rented apartment,Drivers,0,2,1,0,217,27661.94,7,3
3821,27,Pensioner,28233.09,0.0,Secondary / secondary special,Married,Rented apartment,Core staff,1,3,1,0,73,0.0,0,2
3822,40,Commercial associate,84035.34,5.5,Incomplete higher,Widow,House / apartment,Core staff,0,2,1,0,115,18797.86,4,3
3823,29,Commercial associate,44141.17,6.6,Secondary / secondary special,Single / not married,Rented apartment,IT staff,0,1,0,0,182,6232.3,5,3
3824,23,Working,18115.22,8.2,Secondary / secondary special,Civil marriage,Municipal apartment,Sales staff,0,2,1,1,220,47375.92,7,3
3825,69,Pensioner,31164.96,0.0,Secondary / secondary special,Separated,Rented apartment,Core staff,1,2,1,1,127,453.01,4,3
3826,46,Commercial associate,17083.18,13.7,Higher education,Married,Municipal apartment,Core staff,0,1,1,0,99,7056.72,2,3
3827,38,Working,40257.62,6.1,Secondary / secondary special,Married,Rented apartment,Laborers,0,2,0,0,113,24376.09,1,2
3828,39,Working,63693.27,9.2,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,1,1,69,12218.4,2,2
3829,32,State servant,48107.31,1.9,Lower secondary,Civil marriage,Rented apartment,Managers,0,1,1,0,93,6369.64,1,3
3830,27,Commercial associate,81889.48,6.6,Higher education,Civil marriage,With parents,Laborers,1,2,1,1,189,3413.96,7,2
3831,65,Commercial associate,73027.38,5.5,Higher education,Widow,House / apartment,Sales staff,0,1,1,0,167,7117.14,1,2
3832,26,Commercial associate,110617.02,5.2,Secondary / secondary special,Single / not married,House / apartment,Medicine staff,0,2,1,1,192,4125.12,3,0
3833,39,Working,35735.23,11.5,Higher education,Separated,House / apartment,Medicine staff,0,2,1,1,74,14847.75,0,2
3834,28,Commercial associate,68360.77,16.6,Lower secondary,Married,Rented apartment,Drivers,0,1,0,1,98,38101.3,7,3
3835,66,Working,38099.6,8.2,Secondary / secondary special,Civil marriage,Rented apartment,Drivers,1,2,0,1,22,39749.92,3,4
3836,31,Working,60069.62,1.6,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,0,2,1,1,152,39542.74,7,3
3837,40,Pensioner,27396.57,0.0,Secondary / secondary special,Civil marriage,House / apartment,IT staff,2,4,1,1,169,13437.76,4,3
3838,57,Working,72071.81,2.2,Secondary / secondary special,Married,House / apartment,Core staff,1,3,0,1,208,23590.2,4,3
3839,48,Pensioner,22798.0,0.0,Higher education,Married,House / apartment,Drivers,1,3,1,1,211,16523.67,6,2
3840,39,Working,67162.24,7.6,Secondary / secondary special,Widow,With parents,Sales staff,0,1,1,1,6,5153.12,6,3
3841,48,Pensioner,33812.77,0.0,Higher education,Widow,Rented apartment,Core staff,2,4,0,0,41,0.0,7,3
3842,42,Commercial associate,59318.32,12.7,Secondary / secondary special,Married,Rented apartment,Medicine staff,0,1,0,1,183,0.0,6,3
3843,35,Pensioner,33315.93,0.0,Incomplete higher,Single / not married,House / apartment,Drivers,1,2,1,1,111,16861.25,7,3
3844,50,Commercial associate,65486.55,7.4,Higher education,Widow,Rented apartment,Accountants,0,2,1,1,83,0.0,2,3
3845,38,Student,16868.76,12.5,Secondary / secondary special,Married,With parents,IT staff,0,2,0,1,109,5454.49,0,2
3846,68,Commercial associate,55655.71,6.6,Secondary / secondary special,Civil marriage,Municipal apartment,Laborers,1,3,1,0,223,19428.0,3,2
3847,43,Pensioner,21124.43,0.0,Secondary / secondary special,Single / not married,Rented apartment,Managers,1,3,0,0,230,0.0,1,1
3848,58,Pensioner,24716.3,0.0,Secondary / secondary special,Widow,House / apartment,Medicine staff,0,1,1,1,33,32614.29,7,5
3849,32,Working,18490.47,6.7,Secondary / secondary special,Separated,Rented apartment,Core staff,1,2,1,1,155,15634.3,5,4
3850,52,Working,58260.69,9.3,Secondary / secondary special,Separated,House / apartment,Core staff,0,1,0,1,154,10482.91,4,3
3851,48,Working,25546.17,7.2,Secondary / secondary special,Married,Rented apartment,Drivers,3,4,1,1,103,7339.44,4,2
3852,57,Working,41572.06,3.5,Higher education,Married,Rented apartment,Managers,1,3,1,0,182,20674.89,2,2
3853,43,Working,55206.71,5.4,Secondary / secondary special,Separated,Rented apartment,IT staff,0,1,1,1,45,3423.16,6,3
3854,56,Working,58220.5,3.2,Secondary / secondary special,Single / not married,House / apartment,Accountants,0,1,0,1,34,30848.57,1,3
3855,23,Commercial associate,22732.31,3.2,Secondary / secondary special,Civil marriage,Rented apartment,IT staff,0,2,1,1,84,25410.95,6,4
3856,54,Working,43553.39,3.1,Incomplete higher,Married,House / apartment,Accountants,0,1,1,1,210,6306.32,3,2
3857,57,Pensioner,32505.5,0.0,Higher education,Married,Rented apartment,Core staff,0,1,1,1,9,12646.16,3,3
3858,45,Working,45819.25,5.7,Secondary / secondary special,Separated,Municipal apartment,Accountants,0,2,0,1,97,29555.89,3,3
3859,22,Pensioner,41171.93,0.0,Secondary / secondary special,Married,House / apartment,Core staff,2,3,1,1,148,19869.14,7,3
3860,48,Working,32056.54,7.0,Secondary / secondary special,Married,With parents,Laborers,3,4,0,1,7,12285.56,3,4
3861,59,Commercial associate,16970.14,3.7,Incomplete higher,Widow,With parents,Medicine staff,0,2,0,0,65,6066.98,0,2
3862,43,Working,57762.63,5.8,Higher education,Separated,Rented apartment,Core staff,1,2,1,1,157,13651.74,6,3
3863,25,Pensioner,22736.56,0.0,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,2,1,1,185,10037.55,7,3
3864,40,Working,17302.99,10.9,Secondary / secondary special,Widow,Municipal apartment,Managers,1,3,0,1,1,18708.5,7,3
3865,69,State servant,37780.83,1.8,Secondary / secondary special,Widow,Municipal apartment,Accountants,0,2,0,0,162,11233.56,2,3
3866,34,Working,64381.29,2.2,Secondary / secondary special,Civil marriage,With parents,Sales staff,0,2,0,0,225,3390.74,3,2
3867,46,Commercial associate,33471.7,8.0,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0,1,1,0,119,28169.9,2,3
3868,38,Working,81791.94,8.5,Higher education,Separated,With parents,Laborers,0,1,1,0,123,21521.17,6,4
3869,55,Commercial associate,42404.49,8.0,Secondary / secondary special,Married,House / apartment,Sales staff,0,2,1,0,190,3028.79,5,2
3870,41,Commercial associate,61827.23,7.9,Secondary / secondary special,Widow,Rented apartment,Accountants,2,4,0,0,210,7924.06,5,2
3871,39,Working,25798.66,2.0,Secondary / secondary special,Married,House / apartment,Accountants,1,2,0,0,70,23518.41,7,3
3872,49,Working,45655.36,15.2,Higher education,Separated,House / apartment,Medicine staff,2,3,1,0,160,4934.98,6,3
3873,49,Working,42893.47,10.2,Incomplete higher,Civil marriage,House / apartment,Drivers,0,1,0,1,174,12957.9,1,2
3874,45,Working,21540.47,2.0,Secondary / secondary special,Married,Rented apartment,Medicine staff,2,4,0,1,225,11510.28,3,1
3875,33,Student,29835.59,4.9,Higher education,Civil marriage,With parents,Accountants,0,2,0,0,100,6319.94,7,3
3876,26,Working,37198.44,4.8,Higher education,Single / not married,With parents,IT staff,2,4,1,1,130,2260.86,3,2
3877,54,Working,37212.21,5.5,Secondary / secondary special,Widow,House / apartment,Core staff,0,1,1,1,91,14342.57,2,4
3878,37,Student,20087.44,4.4,Incomplete higher,Civil marriage,House / apartment,Core staff,0,2,0,0,78,3834.93,2,2
3879,51,Working,73574.51,2.8,Secondary / secondary special,Single / not married,House / apartment,Drivers,0,1,0,0,80,7842.6,5,3
3880,39,Working,62741.38,6.3,Incomplete higher,Single / not married,With parents,Drivers,1,2,1,1,19,25193.33,5,2
3881,62,Pensioner,16228.43,0.0,Secondary / secondary special,Married,House / apartment,Sales staff,0,2,1,1,178,6394.79,3,3
3882,55,State servant,42994.73,4.3,Secondary / secondary special,Civil marriage,With parents,Medicine staff,0,1,1,0,60,20488.18,2,4
3883,40,Pensioner,9562.55,0.0,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,2,3,0,1,140,26487.2,0,2
3884,37,Commercial associate,78935.81,5.6,Higher education,Widow,Municipal apartment,Laborers,0,2,1,0,217,13714.61,3,2
3885,57,Student,8000.0,7.9,Higher education,Separated,House / apartment,Drivers,0,1,1,1,101,21118.07,2,3
3886,21,Working,32349.58,5.3,Secondary / secondary special,Civil marriage,House / apartment,Core staff,1,3,1,1,236,4716.52,4,2
3887,23,Student,14983.19,3.9,Higher education,Single / not married,House / apartment,Laborers,1,2,1,1,14,23894.21,0,4
3888,25,Pensioner,32361.06,0.0,Higher education,Single / not married,House / apartment,Managers,0,2,1,1,8,22740.77,6,3
3889,37,State servant,36346.92,11.1,Higher education,Separated,House / apartment,Laborers,0,1,0,1,80,32460.0,2,2
3890,45,Working,68925.57,6.0,Higher education,Married,Rented apartment,Drivers,2,3,0,1,61,29063.2,5,2
3891,35,Working,56391.02,5.9,Higher education,Married,Rented apartment,Sales staff,0,1,1,1,185,18173.38,3,3
3892,30,Pensioner,34318.3,0.0,Higher education,Widow,House / apartment,Medicine staff,0,2,1,1,48,48124.22,4,4
3893,36,Commercial associate,34182.58,12.0,Incomplete higher,Married,Rented apartment,Laborers,0,2,0,0,198,25605.23,7,3
3894,45,Commercial associate,95686.73,1.1,Secondary / secondary special,Single / not married,House / apartment,Sales staff,1,2,1,1,123,30274.66,0,3
3895,35,State servant,28757.09,2.3,Secondary / secondary special,Civil marriage,Rented apartment,Medicine staff,0,1,1,1,57,9466.98,2,3
3896,49,Commercial associate,96488.39,9.1,Higher education,Married,House / apartment,Drivers,1,2,1,1,110,10575.05,0,1
3897,39,Working,76849.57,6.2,Higher education,Separated,House / apartment,Managers,0,2,0,1,154,15867.84,6,2
3898,66,Working,53074.34,12.1,Incomplete higher,Civil marriage,Rented apartment,Accountants,0,2,1,1,235,2971.75,2,2
3899,69,Working,61254.21,1.8,Secondary / secondary special,Married,House / apartment,Managers,0,2,1,0,15,15454.2,3,3
3900,53,Working,8000.0,6.7,Incomplete higher,Civil marriage,House / apartment,IT staff,1,3,1,1,84,14528.71,0,2
3901,48,Working,41928.71,8.2,Secondary / secondary special,Widow,Rented apartment,Accountants,0,1,1,1,108,28130.64,4,2
3902,22,Pensioner,38801.22,0.0,Secondary / secondary special,Single / not married,With parents,Managers,0,1,1,1,142,29006.44,1,2
3903,51,Pensioner,37060.2,0.0,Secondary / secondary special,Separated,Rented apartment,Laborers,0,2,0,1,211,16452.79,0,2
3904,39,Commercial associate,34385.81,9.2,Higher education,Civil marriage,With parents,Accountants,0,2,1,1,190,10527.31,7,2
3905,35,Working,40373.88,5.6,Incomplete higher,Civil marriage,House / apartment,Medicine staff,1,2,1,1,122,36486.05,4,3
3906,59,Pensioner,8000.0,0.0,Higher education,Civil marriage,With parents,Medicine staff,1,2,0,1,3,0.0,1,3
3907,23,Pensioner,32047.33,0.0,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,1,3,0,1,58,0.0,2,4
3908,33,State servant,13633.4,6.6,Higher education,Married,House / apartment,Medicine staff,0,2,1,0,189,20768.32,6,3
3909,58,Commercial associate,83740.03,7.9,Secondary / secondary special,Civil marriage,House / apartment,IT staff,1,2,0,0,115,14167.79,3,2
3910,66,Pensioner,39590.7,0.0,Secondary / secondary special,Civil marriage,With parents,Sales staff,1,3,1,1,166,11313.28,5,3
3911,46,Commercial associate,50038.3,6.4,Secondary / secondary special,Separated,Rented apartment,IT staff,1,2,0,0,166,0.0,2,2
3912,46,Commercial associate,70946.79,5.4,Lower secondary,Separated,House / apartment,Laborers,1,3,0,1,218,4460.7,1,1
3913,68,State servant,36960.62,8.2,Higher education,Civil marriage,Rented apartment,Medicine staff,1,3,0,1,66,32735.67,0,3
3914,25,Working,48810.06,3.5,Incomplete higher,Single / not married,House / apartment,Medicine staff,1,2,1,1,231,30689.28,1,2
3915,44,Working,26930.66,1.9,Secondary / secondary special,Separated,House / apartment,Drivers,2,3,0,0,172,24487.38,7,4
3916,32,Working,54804.26,5.9,Incomplete higher,Widow,Rented apartment,Medicine staff,0,1,1,1,135,5206.29,0,3
3917,44,Commercial associate,25535.11,12.2,Secondary / secondary special,Widow,House / apartment,Core staff,0,2,1,1,32,11002.59,0,3
3918,65,Commercial associate,21571.47,6.6,Secondary / secondary special,Single / not married,House / apartment,Laborers,3,5,0,0,176,10170.62,0,2
3919,50,Pensioner,26805.1,0.0,Secondary / secondary special,Single / not married,With parents,Managers,1,3,1,1,228,6877.82,5,2
3920,69,Working,41672.92,4.7,Incomplete higher,Civil marriage,House / apartment,Laborers,2,3,1,0,236,8470.24,7,3
3921,45,Working,49288.75,4.5,Incomplete higher,Separated,Rented apartment,Core staff,0,2,0,1,61,13789.09,3,3
3922,63,State servant,30906.9,0.7,Secondary / secondary special,Separated,Municipal apartment,Core staff,3,4,1,1,202,0.0,7,2
3923,29,Working,74699.64,11.2,Secondary / secondary special,Separated,With parents,Sales staff,0,1,1,1,227,29169.84,2,3
3924,36,State servant,42248.47,4.2,Secondary / secondary special,Civil marriage,Rented apartment,Accountants,0,2,0,1,139,13373.62,7,3
3925,34,Working,48667.89,5.9,Higher education,Widow,Municipal apartment,Core staff,0,1,1,1,16,8973.89,3,3
